omic	mat_name	EG_num	direction	name
MG	fun.D_name	EG5	down	phnN; ribose 1,5-bisphosphokinase
MG	fun.D_name	EG5	down	cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase
MG	fun.D_name	EG5	down	YUCCA; indole-3-pyruvate monooxygenase
MG	fun.D_name	EG5	down	thiF; sulfur carrier protein ThiS adenylyltransferase
MG	fun.D_name	EG5	down	dcsE; serine/homoserine O-acetyltransferase
MG	fun.D_name	EG5	down	E3.1.1.14; chlorophyllase
MG	fun.D_name	EG5	down	JHAMT; juvenile hormone-III synthase
MG	fun.D_name	EG5	down	HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase
MG	fun.D_name	EG5	down	DGAT2; diacylglycerol O-acyltransferase 2, plant
MG	fun.D_name	EG5	down	gp1; T-even-induced deoxynucleotide kinase
MG	fun.D_name	EG5	down	LTC4S; leukotriene-C4 synthase
MG	fun.D_name	EG5	down	tarI; D-ribitol-5-phosphate cytidylyltransferase
MG	fun.D_name	EG5	down	phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MG	fun.D_name	EG5	down	bbsG; (R)-benzylsuccinyl-CoA dehydrogenase
MG	fun.D_name	EG5	down	E4.1.3.25; (S)-citramalyl-CoA lyase
MG	fun.D_name	EG5	down	plc; 1-phosphatidylinositol phosphodiesterase
MG	fun.D_name	EG5	down	NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1
MG	fun.D_name	EG6	up	hydG; sulfhydrogenase subunit gamma (sulfur reductase)
MG	fun.D_name	EG6	up	ndhL; nicotinate dehydrogenase large molybdopterin subunit
MG	fun.D_name	EG6	up	alg44; mannuronan synthase
MG	fun.D_name	EG6	up	SCLY; selenocysteine lyase
MG	fun.D_name	EG6	up	hcaE, hcaA1; 3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha
MG	fun.D_name	EG6	up	PTGES2; microsomal prostaglandin-E synthase 2
MG	fun.D_name	EG6	up	quiA; quinate dehydrogenase (quinone)
MG	fun.D_name	EG6	up	aldH; NADP-dependent aldehyde dehydrogenase
MG	fun.D_name	EG6	up	rbtK; D-ribulokinase
MG	fun.D_name	EG6	up	ABO; histo-blood group ABO system transferase
MG	fun.D_name	EG6	up	SUOX; sulfite oxidase
MG	fun.D_name	EG6	up	phnN; ribose 1,5-bisphosphokinase
MG	fun.D_name	EG6	up	crtF; demethylspheroidene O-methyltransferase
MG	fun.D_name	EG6	up	gli; D-galactarolactone isomerase
MG	fun.D_name	EG6	up	eutA; ethanolamine utilization protein Eut
MG	fun.D_name	EG6	up	mtbA;
MG	fun.D_name	EG6	up	mxaA; myxalamid-type nonribosomal peptide synthetase Mxa
MG	fun.D_name	EG6	up	nadX, ASPDH; aspartate dehydrogenase
MG	fun.D_name	EG6	up	pimC; alpha-1,6-mannosyltransferase
MG	fun.D_name	EG6	up	tyrDC; tyrosine decarboxylase
MG	fun.D_name	EG6	up	ARO1; pentafunctional AROM polypeptide
MG	fun.D_name	EG6	up	ltaA; L-allo-threonine aldolase
MG	fun.D_name	EG6	up	FLAD1; FAD synthetase
MG	fun.D_name	EG6	up	SDT1; pyrimidine and pyridine-specific 5'-nucleotidase
MG	fun.D_name	EG6	up	cmtAb; p-cumate 2,3-dioxygenase subunit alpha
MG	fun.D_name	EG6	up	ND6; NADH-ubiquinone oxidoreductase chain 6
MG	fun.D_name	EG6	up	hpxY; oxamate carbamoyltransferase
MG	fun.D_name	EG6	up	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase
MG	fun.D_name	EG6	up	dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK
MG	fun.D_name	EG6	up	xdhD; putative selenate reductase molybdopterin-binding subuni
MG	fun.D_name	EG6	up	ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit
MG	fun.D_name	EG6	up	hcnC; hydrogen cyanide synthase HcnC
MG	fun.D_name	EG6	up	tviB, vipA; UDP-N-acetylglucosamine 6-dehydrogenase
MG	fun.D_name	EG6	up	npcB; 4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase componen
MG	fun.D_name	EG6	up	tfrB; fumarate reductase (CoM/CoB) subunit B
MG	fun.D_name	EG6	up	ncsC4; NDP-hexose 4-ketoreductas
MG	fun.D_name	EG6	up	NVD, DAF36; cholesterol 7-desaturase
MG	fun.D_name	EG6	up	dgoD; galactonate dehydratase
MG	fun.D_name	EG6	up	ccsA; citryl-CoA synthetase large subunit
MG	fun.D_name	EG6	up	ssuB; sulfonate transport system ATP-binding protein
MG	fun.D_name	EG6	up	udh; uronate dehydrogenase
MG	fun.D_name	EG6	up	ACADSB; short/branched chain acyl-CoA dehydrogenase
MG	fun.D_name	EG6	up	phnX; phosphonoacetaldehyde hydrolase
MG	fun.D_name	EG6	up	dcsE; serine/homoserine O-acetyltransferase
MG	fun.D_name	EG6	up	SSADH; succinate-semialdehyde dehydrogenase, mitochondrial
MG	fun.D_name	EG6	up	mxaA; mxaA protei
MG	fun.D_name	EG6	up	pchF; 4-cresol dehydrogenase (hydroxylating) flavoprotein subunit
MG	fun.D_name	EG6	up	auaJ; aurachin B monooxygenase
MG	fun.D_name	EG6	up	E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase
MG	fun.D_name	EG6	up	CMAS; N-acylneuraminate/3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase
MG	fun.D_name	EG6	up	K15665, ppsB, fenD; fengycin family lipopeptide synthetase
MG	fun.D_name	EG6	up	ND3; NADH-ubiquinone oxidoreductase chain 3
MG	fun.D_name	EG6	up	E1.1.1.122; D-threo-aldose 1-dehydrogenase
MG	fun.D_name	EG6	up	bchF; 3-vinyl bacteriochlorophyllide hydratase
MG	fun.D_name	EG6	up	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase
MG	fun.D_name	EG6	up	hmfH; 5-(hydroxymethyl)furfural/furfural oxidase
MG	fun.D_name	EG6	up	elmMIII; 8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase
MG	fun.D_name	EG6	up	CHST1; keratan sulfate 6-sulfotransferase 1
MG	fun.D_name	EG6	up	GUCY2F; guanylate cyclase 2F
MG	fun.D_name	EG6	up	ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase
MG	fun.D_name	EG6	up	fae; 5,6,7,8-tetrahydromethanopterin hydro-lyase
MG	fun.D_name	EG6	up	bbsE; benzylsuccinate CoA-transferase BbsE subunit
MG	fun.D_name	EG6	up	E3.1.3.41; 4-nitrophenyl phosphatase
MG	fun.D_name	EG6	up	AGL; glycogen debranching enzyme
MG	fun.D_name	EG6	up	mbtF; mycobactin peptide synthetase Mbt
MG	fun.D_name	EG6	up	pheA1; chorismate mutase
MG	fun.D_name	EG6	up	DEGS; sphingolipid 4-desaturase/C4-monooxygenase
MG	fun.D_name	EG6	up	dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL
MG	fun.D_name	EG6	up	calS9, atmS9; dTDP-alpha-D-glucuronic acid decarboxylase
MG	fun.D_name	EG6	up	K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
MG	fun.D_name	EG6	up	ttr; acetyltransferase
MG	fun.D_name	EG6	up	SRR; serine racemase
MG	fun.D_name	EG6	up	ylmB; formylaminopyrimidine deformylase
MG	fun.D_name	EG6	up	GRHPR; glyoxylate/hydroxypyruvate reductase
MG	fun.D_name	EG6	up	PTS-Nag-EIIC, nagE; PTS system, N-acetylglucosamine-specific IIC componen
MG	fun.D_name	EG6	up	ACOT1_2_4; acyl-coenzyme A thioesterase 1/2/4
MG	fun.D_name	EG6	up	gnaD; gluconate/galactonate dehydratase
MG	fun.D_name	EG6	up	sorE; L-sorbose 1-phosphate reductase
MG	fun.D_name	EG6	up	mtmC; monomethylamine corrinoid protei
MG	fun.D_name	EG6	up	E3.2.1.1A; alpha-amylase
MG	fun.D_name	EG6	up	PTS-Nag-EIIB, nagE; PTS system, N-acetylglucosamine-specific IIB component
MG	fun.D_name	EG6	up	E4.2.1.48; D-glutamate cyclase
MG	fun.D_name	EG6	up	DVR; divinyl chlorophyllide a 8-vinyl-reductase
MG	fun.D_name	EG6	up	ALDH5A1; succinate-semialdehyde dehydrogenase
MG	fun.D_name	EG6	up	bbsG; (R)-benzylsuccinyl-CoA dehydrogenase
MG	fun.D_name	EG6	up	POP2; 4-aminobutyrate---pyruvate transaminase
MG	fun.D_name	EG6	up	ydjG; methylglyoxal reductase
MG	fun.D_name	EG6	up	cpmC, carC; (5R)-carbapenem-3-carboxylate synthase
MG	fun.D_name	EG6	up	etbAb; ethylbenzene dioxygenase subunit beta
MG	fun.D_name	EG6	up	dmpK, poxA; phenol hydroxylase P0 protei
MG	fun.D_name	EG6	up	padD; phenylacetyl-CoA:acceptor oxidoreductase 26-kDa subuni
MG	fun.D_name	EG6	up	chlH, bchH; magnesium chelatase subunit H
MG	fun.D_name	EG6	up	ligW; 5-carboxyvanillate decarboxylas
MG	fun.D_name	EG6	up	ttdA; L(+)-tartrate dehydratase alpha subunit
MG	fun.D_name	EG6	up	hoxU; bidirectional
MG	fun.D_name	EG6	up	B4GALNT4; beta-1,4-N-acetylgalactosaminyltransferase 4
MG	fun.D_name	EG6	up	E1.1.99.3G; gluconate 2-dehydrogenase gamma chain
MG	fun.D_name	EG6	up	vorD; 2-oxoisovalerate ferredoxin oxidoreductase, delta subunit
MG	fun.D_name	EG6	up	ylbA, UGHY; (S)-ureidoglycine aminohydrolase
MG	fun.D_name	EG6	up	yfbR; 5'-deoxynucleotidase
MG	fun.D_name	EG6	up	mcyA; microcystin synthetase protein Mcy
MG	fun.D_name	EG6	up	hydD; sulfhydrogenase subunit delta
MG	fun.D_name	EG6	up	QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit
MG	fun.D_name	EG6	up	srfAC, lchAC; surfactin family lipopeptide synthetase
MG	fun.D_name	EG6	up	NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex
MG	fun.D_name	EG6	up	GPHN; gephyrin
MG	fun.D_name	EG6	up	asnA; aspartate--ammonia ligase
MG	fun.D_name	EG6	up	purCD; fusion protein PurCD
MG	fun.D_name	EG6	up	NR; nitrate reductase (NAD(P)H)
MG	fun.D_name	EG6	up	ND1; NADH-ubiquinone oxidoreductase chain 1
MG	fun.D_name	EG6	up	phnI; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MG	fun.D_name	EG6	up	ligX; 5,5'-dehydrodivanillate O-demethylas
MG	fun.D_name	EG6	up	dapH, dapD; tetrahydrodipicolinate N-acetyltransferase
MG	fun.D_name	EG6	up	hydA; sulfhydrogenase subunit alpha
MG	fun.D_name	EG6	up	enr; 2-enoate reductase
MG	fun.D_name	EG6	up	phnY; 2-aminoethylphosphonate dioxygenase
MG	fun.D_name	EG6	up	tenI; thiazole tautomerase (transcriptional regulator TenI)
MG	fun.D_name	EG6	up	nicF; maleamate amidohydrolase
MG	fun.D_name	EG6	up	CECR1, ADA2; adenosine deaminase CECR1
MG	fun.D_name	EG6	up	GLYK; D-glycerate 3-kinase
MG	fun.D_name	EG6	up	CBH2, cbhA; cellulose 1,4-beta-cellobiosidase
MG	fun.D_name	EG6	down	glmU; UDP-N-acetylglucosamine pyrophosphorylase
MG	fun.D_name	EG6	down	nudE; ADP-ribose diphosphatase
MG	fun.D_name	EG6	down	fdtB; dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
MG	fun.D_name	EG6	down	ectA; L-2,4-diaminobutyric acid acetyltransferase
MG	fun.D_name	EG6	down	ncsC1; NDP-hexose 4,6-dehydratas
MG	fun.D_name	EG6	down	lplA, lplJ; lipoate---protein ligase
MG	fun.D_name	EG6	down	TREH, treA, treF; alpha,alpha-trehalase
MG	fun.D_name	EG6	down	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase
MG	fun.D_name	EG6	down	soxD; sarcosine oxidase, subunit delta
MG	fun.D_name	EG6	down	tfdB; 2,4-dichlorophenol 6-monooxygenase
MG	fun.D_name	EG6	down	carS; CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase
MG	fun.D_name	EG6	down	E4.3.1.23; tyrosine ammonia-lyase
MG	fun.D_name	EG6	down	FUT1_2; galactoside 2-L-fucosyltransferase 1/2
MG	fun.D_name	EG6	down	E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase
MG	fun.D_name	EG6	down	galD; 4-oxalomesaconate tautomerase
MG	fun.D_name	EG6	down	E1.14.13.81, acsF, chlE; magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
MG	fun.D_name	EG6	down	embC; arabinosyltransferase C
MG	fun.D_name	EG6	down	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase
MG	fun.D_name	EG6	down	K06984; beta-ribofuranosylaminobenzene 5'-phosphate synthase
MG	fun.D_name	EG6	down	FAS1; fatty acid synthase subunit beta, fungi type
MG	fun.D_name	EG6	down	petH; ferredoxin--NADP+ reductase
MG	fun.D_name	EG6	down	E1.11.1.11; L-ascorbate peroxidase
MG	fun.D_name	EG6	down	hnr; 6-hydroxynicotinate reductase
MG	fun.D_name	EG6	down	ena; enamidase
MG	fun.D_name	EG6	down	APR; adenylyl-sulfate reductase (glutathione)
MG	fun.D_name	EG6	down	pycB; pyruvate carboxylase subunit B
MG	fun.D_name	EG6	down	cbiG; cobalt-precorrin 5A hydrolase
MG	fun.D_name	EG6	down	fruA; fructan beta-fructosidase
MG	fun.D_name	EG6	down	E3.2.1.15; polygalacturonase
MG	fun.D_name	EG6	down	nirA; ferredoxin-nitrite reductase
MG	fun.D_name	EG6	down	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase
MG	fun.D_name	EG6	down	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha
MG	fun.D_name	EG6	down	hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase
MG	fun.D_name	EG6	down	tauX; taurine dehydrogenase small subunit
MG	fun.D_name	EG6	down	K22478; bifunctional N-acetylglutamate synthase/kinase
MG	fun.D_name	EG6	down	SQLE, ERG1; squalene monooxygenase
MG	fun.D_name	EG6	down	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase
MG	fun.D_name	EG6	down	cofF; gamma-F420-2:alpha-L-glutamate ligase
MG	fun.D_name	EG6	down	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase
MG	fun.D_name	EG6	down	LRA3, yfaW; L-rhamnonate dehydratase
MG	fun.D_name	EG6	down	hss; homospermidine synthase
MG	fun.D_name	EG6	down	HSD17B2; 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+)
MG	fun.D_name	EG6	down	DAD1; phospholipase A1
MG	fun.D_name	EG6	down	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C
MG	fun.D_name	EG6	down	E2.1.3.1-1.3S; methylmalonyl-CoA carboxyltransferase 1.3S subunit
MG	fun.D_name	EG6	down	pigA, hemO; heme oxygenase (biliverdin-IX-beta and delta-forming)
MG	fun.D_name	EG6	down	lacC; tagatose 6-phosphate kinase
MG	fun.D_name	EG6	down	mtnB; methylthioribulose-1-phosphate dehydratase
MG	fun.D_name	EG6	down	prdB; D-proline reductase (dithiol) PrdB
MG	fun.D_name	EG6	down	bciD; bacteriochlorophyllide c C-7(1)-hydroxylase
MG	fun.D_name	EG6	down	padE; phenylglyoxylate dehydrogenase gamma subunit
MG	fun.D_name	EG6	down	araM, egsA; glycerol-1-phosphate dehydrogenase
MG	fun.D_name	EG6	down	kal; 3-aminobutyryl-CoA ammonia-lyase
MG	fun.D_name	EG6	down	bioA, bioK; lysine---8-amino-7-oxononanoate aminotransferase
MG	fun.D_name	EG6	down	rifH; 3,4-Dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate synthas
MG	fun.D_name	EG6	down	CYP26A; cytochrome P450 family 26 subfamily
MG	fun.D_name	EG6	down	nifV; homocitrate synthase NifV
MG	fun.D_name	EG6	down	E2.6.1.83; LL-diaminopimelate aminotransferase
MG	fun.D_name	EG6	down	mtnC, ENOPH1; enolase-phosphatase E1
MG	fun.D_name	EG6	down	chlN; light-independent protochlorophyllide reductase subunit N
MG	fun.D_name	EG6	down	ARG56; N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase
MG	fun.D_name	EG6	down	GME; GDP-D-mannose 3', 5'-epimerase
MG	fun.D_name	EG6	down	rfbS; CDP-paratose synthetase
MG	fun.D_name	EG6	down	cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase
MG	fun.D_name	EG6	down	dgaE; D-glucosaminate-6-phosphate ammonia-lyase
MG	fun.D_name	EG6	down	E2.6.1.11, argD; acetylornithine aminotransferase
MG	fun.D_name	EG6	down	gp1; T-even-induced deoxynucleotide kinase
MG	fun.D_name	EG6	down	ppaX; pyrophosphatase PpaX
MG	fun.D_name	EG6	down	kdxD; 2-dehydro-3-deoxy-D-arabinonate dehydratase
MG	fun.D_name	EG6	down	TRYS; trypanothione synthetase/amidase
MG	fun.D_name	EG6	down	iolB; 5-deoxy-glucuronate isomerase
MG	fun.D_name	EG6	down	astD; succinylglutamic semialdehyde dehydrogenase
MG	fun.D_name	EG6	down	eptC; heptose-I-phosphate ethanolaminephosphotransferase
MG	fun.D_name	EG6	down	mgsA; methylglyoxal synthase
MG	fun.D_name	EG6	down	tabB; putative acetyltransferase
MG	fun.D_name	EG6	down	XDH; xanthine dehydrogenase/oxidase
MG	fun.D_name	EG6	down	mtbB; dimethylamine---corrinoid protein Co-methyltransferase
MG	fun.D_name	EG6	down	cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
MG	fun.D_name	EG6	down	nanE; N-acylglucosamine-6-phosphate 2-epimerase
MG	fun.D_name	EG6	down	AUH; methylglutaconyl-CoA hydratase
MG	fun.D_name	EG6	down	MECR, NRBF1; mitochondrial trans-2-enoyl-CoA reductase
MG	fun.D_name	EG6	down	IDO, INDO; indoleamine 2,3-dioxygenase
MG	fun.D_name	EG6	down	nrdJ; ribonucleotide reductase, class II
MG	fun.D_name	EG6	down	bchC; bacteriochlorophyllide a dehydrogenase
MG	fun.D_name	EG6	down	cmcI; cephamycin C biosynthesis protei
MG	fun.D_name	EG6	down	PTGES; microsomal prostaglandin-E synthase 1
MG	fun.D_name	EG6	down	thiH; 2-iminoacetate synthase
MG	fun.D_name	EG6	down	nicE, maiA; maleate isomerase
MG	fun.D_name	EG6	down	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase
MG	fun.D_name	EG6	down	pdxB; erythronate-4-phosphate dehydrogenase
MG	fun.D_name	EG6	down	FAHD1; acylpyruvate hydrolase
MG	fun.D_name	EG6	down	E1.1.3.21; alpha-glycerophosphate oxidase
MG	fun.D_name	EG6	down	bisC; biotin/methionine sulfoxide reductase
MG	fun.D_name	EG6	down	nagG; salicylate 5-hydroxylase large subunit
MG	fun.D_name	EG6	down	cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase
MG	fun.D_name	EG6	down	PDE10; cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10
MG	fun.D_name	EG6	down	pigB; 2-methyl-3-n-amyl-dihydropyrrolel dehydrogenas
MG	fun.D_name	EG6	down	cofG; 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase
MG	fun.D_name	EG6	down	dhaM; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM
MG	fun.D_name	EG6	down	argHA; argininosuccinate lyase / amino-acid N-acetyltransferase
MG	fun.D_name	EG6	down	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase
MG	fun.D_name	EG6	down	K13874, araB; L-arabinonolactonase
MG	fun.D_name	EG6	down	mvhG, vhuG, vhcG; F420-non-reducing hydrogenase small subunit
MG	fun.D_name	EG6	down	chnE; 6-oxohexanoate dehydrogenase
MG	fun.D_name	EG6	down	CHST15; N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase
MG	fun.D_name	EG6	down	ND4; NADH-ubiquinone oxidoreductase chain 4
MG	fun.D_name	EG6	down	mauB; methylamine dehydrogenase heavy chain
MG	fun.D_name	EG6	down	TRP; tryptophan synthase
MG	fun.D_name	EG6	down	eutD; phosphotransacetylas
MG	fun.D_name	EG6	down	loxA; arachidonate 15-lipoxygenase
MG	fun.D_name	EG6	down	glpB; glycerol-3-phosphate dehydrogenase subunit B
MG	fun.D_name	EG6	down	K15717; prostamide/prostaglandin F2alpha synthase
MG	fun.D_name	EG6	down	mauA; methylamine dehydrogenase light chain
MG	fun.D_name	EG6	down	csn; chitosanase
MG	fun.D_name	EG6	down	pepM; phosphoenolpyruvate phosphomutase
MG	fun.D_name	EG6	down	fabY; acetoacetyl
MG	fun.D_name	EG6	down	JHAMT; juvenile hormone-III synthase
MG	fun.D_name	EG6	down	crtISO, crtH; prolycopene isomerase
MG	fun.D_name	EG6	down	bsdC; 4-hydroxybenzoate decarboxylase subunit C
MG	fun.D_name	EG6	down	pseF; pseudaminic acid cytidylyltransferase
MG	fun.D_name	EG6	down	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P))
MG	fun.D_name	EG7	up	CHST15; N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase
MG	fun.D_name	EG7	up	dapH, dapD; tetrahydrodipicolinate N-acetyltransferase
MG	fun.D_name	EG7	up	chnE; 6-oxohexanoate dehydrogenase
MG	fun.D_name	EG7	up	ttdA; L(+)-tartrate dehydratase alpha subunit
MG	fun.D_name	EG7	up	mbtA; mycobactin salicyl-AMP ligase
MG	fun.D_name	EG7	up	mtbB; dimethylamine---corrinoid protein Co-methyltransferase
MG	fun.D_name	EG7	up	fwdF, fmdF; 4Fe-4S ferredoxi
MG	fun.D_name	EG7	up	LRA3, yfaW; L-rhamnonate dehydratase
MG	fun.D_name	EG7	up	E1.2.1.10; acetaldehyde dehydrogenase (acetylating)
MG	fun.D_name	EG7	up	npcB; 4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase componen
MG	fun.D_name	EG7	up	ectA; L-2,4-diaminobutyric acid acetyltransferase
MG	fun.D_name	EG7	up	rfk; riboflavin kinase, archaea type
MG	fun.D_name	EG7	up	novW; dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase
MG	fun.D_name	EG7	up	araM, egsA; glycerol-1-phosphate dehydrogenase
MG	fun.D_name	EG7	up	E3.2.1.1A; alpha-amylase
MG	fun.D_name	EG7	up	nbaB; 2-hydroxylaminobenzoate mutase
MG	fun.D_name	EG7	up	tfrB; fumarate reductase (CoM/CoB) subunit B
MG	fun.D_name	EG7	up	elmMIII; 8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase
MG	fun.D_name	EG7	up	rifH; 3,4-Dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate synthas
MG	fun.D_name	EG7	up	COQ2; 4-hydroxybenzoate polyprenyltransferase
MG	fun.D_name	EG7	up	cmtAb; p-cumate 2,3-dioxygenase subunit alpha
MG	fun.D_name	EG7	up	doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase
MG	fun.D_name	EG7	up	K06984; beta-ribofuranosylaminobenzene 5'-phosphate synthase
MG	fun.D_name	EG7	up	nagH; salicylate 5-hydroxylase small subunit
MG	fun.D_name	EG7	up	ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase
MG	fun.D_name	EG7	up	cobF; precorrin-6A synthase
MG	fun.D_name	EG7	up	embC; arabinosyltransferase C
MG	fun.D_name	EG7	up	ylmB; formylaminopyrimidine deformylase
MG	fun.D_name	EG7	up	E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase
MG	fun.D_name	EG7	up	phnN; ribose 1,5-bisphosphokinase
MG	fun.D_name	EG7	up	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase
MG	fun.D_name	EG7	up	nadX, ASPDH; aspartate dehydrogenase
MG	fun.D_name	EG7	up	hpxY; oxamate carbamoyltransferase
MG	fun.D_name	EG7	up	cofG; 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase
MG	fun.D_name	EG7	up	andAb; anthranilate 1,2-dioxygenase ferredoxin componen
MG	fun.D_name	EG7	up	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C
MG	fun.D_name	EG7	up	fae; 5,6,7,8-tetrahydromethanopterin hydro-lyase
MG	fun.D_name	EG7	up	aksF; methanogen homoisocitrate dehydrogenase
MG	fun.D_name	EG7	up	lysZ, argB; LysW-gamma-L-alpha-aminoadipate/LysW-L-glutamate kinase
MG	fun.D_name	EG7	up	ylbA, UGHY; (S)-ureidoglycine aminohydrolase
MG	fun.D_name	EG7	up	xapA; xanthosine phosphorylase
MG	fun.D_name	EG7	up	comE; sulfopyruvate decarboxylase subunit beta
MG	fun.D_name	EG7	up	GPHN; gephyrin
MG	fun.D_name	EG7	up	FDL; beta-hexosaminidase Fdl
MG	fun.D_name	EG7	up	thiM; hydroxyethylthiazole kinase
MG	fun.D_name	EG7	up	glpB; glycerol-3-phosphate dehydrogenase subunit B
MG	fun.D_name	EG7	up	aldH; NADP-dependent aldehyde dehydrogenase
MG	fun.D_name	EG7	up	hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase
MG	fun.D_name	EG7	up	mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase
MG	fun.D_name	EG7	up	lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase
MG	fun.D_name	EG7	up	SQLE, ERG1; squalene monooxygenase
MG	fun.D_name	EG7	up	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase
MG	fun.D_name	EG7	up	SSADH; succinate-semialdehyde dehydrogenase, mitochondrial
MG	fun.D_name	EG7	up	E1.14.13.81, acsF, chlE; magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
MG	fun.D_name	EG7	up	oadA; oxaloacetate decarboxylase (Na+ extruding), alpha subunit
MG	fun.D_name	EG7	up	oxc; oxalyl-CoA decarboxylase
MG	fun.D_name	EG7	up	NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein
MG	fun.D_name	EG7	up	tfdB; 2,4-dichlorophenol 6-monooxygenase
MG	fun.D_name	EG7	up	ndhM; nicotinate dehydrogenase medium molybdopterin subunit
MG	fun.D_name	EG7	up	ATPeF1G, ATP5C1, ATP3; F-type H+-transporting ATPase subunit gamm
MG	fun.D_name	EG7	up	pchF; pyochelin synthetas
MG	fun.D_name	EG7	up	ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit
MG	fun.D_name	EG7	up	pigH, redN; 4-hydroxy-2,2'-bipyrrole-5-methanol synthas
MG	fun.D_name	EG7	up	btrN; 2-deoxy-scyllo-inosamine dehydrogenase (SAM-dependent)
MG	fun.D_name	EG7	up	vldW; validamycin A dioxygenase
MG	fun.D_name	EG7	up	PMA1, PMA2; H+-transporting ATPase
MG	fun.D_name	EG7	up	phnI; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MG	fun.D_name	EG7	up	lplA, lplJ; lipoate---protein ligase
MG	fun.D_name	EG7	up	E4.1.1.82; phosphonopyruvate decarboxylase
MG	fun.D_name	EG7	up	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase
